"Department","Division","Model Name","Model#","Description","Shipping Date","Warranty Expiry Date","CPU","Memory","HDD/SSD"
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"POL","6D","THINKCENTRE M800","M800","PC-DESKTOP","06/16/2016","07/30/2019","3200","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,"1900","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"PSCC","OEMHS","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"DOCR",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","4096",
"DOCR",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","4096",
"LIB",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"CCT",,"THINKCENTRE M82","M82","PC-DESKTOP","06/21/2013","08/05/2016","3400",,
"HHS",,"THINKPAD L480","L480","PC-LAPTOP","02/06/2019",,"1600","8192",
"CCT",,"THINKCENTRE M81","M81","PC-DESKTOP","05/22/2012","07/05/2016","3100",,
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,"1700","16384",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","03/09/2015","04/22/2018","3200","8192",
"DTS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"HHS",,"THINKCENTRE M81","M81","PC-DESKTOP","09/23/2011","11/04/2015","3100","4096","238472"
"HHS",,"THINKCENTRE M81","M81","PC-DESKTOP","09/23/2011","11/04/2015","3100","4096","238472"
"HHS",,"THINKCENTRE M81","M81","PC-DESKTOP","09/23/2011","11/04/2015","3100","4096","238472"
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","06/25/2014","08/09/2017","3200","4096",
"CEC-CORE",,"LATITUDE 5410","5410","PC-LAPTOP","09/11/2020",,"1600","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"FRS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"CCT",,"LATITUDE 5285","5285","PC-TABLET","02/09/2018",,,,
"CCT",,"LATITUDE 5285","5285","PC-TABLET","02/09/2018",,,,
"HHS","LTL","LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"REC",,"LATITUDE 5420","5420","PC-LAPTOP","05/14/2021","05/15/2024","2600","32768",
"DHCA",,"THINKPAD L14","L14","PC-LAPTOP","03/29/2021",,"1600","24576",
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","07/28/2021","07/29/2024","2600","16384",
"DGS-DIR","DIR","THINKPAD L480","L480","PC-LAPTOP","04/12/2018","06/08/2021","1600","8192",
"POL","ATE","THINKCENTRE M82","M82","PC-DESKTOP","02/13/2013","02/23/2016","3400","8192","238472"
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"PSCC","FRS","THINKPAD L430","L430","PC-LAPTOP","07/08/2013","08/21/2016","2600","8192",
"CCL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"DTS",,"LATITUDE 5410","5410","PC-LAPTOP","08/07/2020",,"1600","8192",
"POL","FJC","THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"CCL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DGS-DREAMS","DREAMS","LATITUDE 5300 2-IN-1","5300","PC-LAPTOP","03/13/2020",,"1600","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"LIB","LIB","THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"BOA",,"THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"FRS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/11/2017","05/31/2020","3200","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"DTS",,"IPAD 7TH GENERATION","IPAD 7TH","PC-TABLET",,,"1600","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"POL",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"DOT-DTE",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2 13.5","SURFACE BOOK 2 13.5","PC-TABLET","11/01/2019",,,,
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"POL","HQ","THINKCENTRE M710S","M710S","PC-DESKTOP","06/16/2017","07/30/2020","3200","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","01/25/2021","01/26/2024","1700","16384",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/06/2018",,"2800","8192",
"OHR","OHR","THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DHCA",,"THINKCENTRE M83","M83","PC-DESKTOP","03/19/2014","05/03/2017","3200","8192","476937"
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DOCR",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"CEX",,"THINKPAD X1","X1","PC-LAPTOP",,,"1800","16384",
"DOCR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","01/10/2020",,"2800","8192",
"PIO","MC311","E15 GEN 2","E15 GEN 2","PC-LAPTOP","07/26/2021","08/15/2022","2400","16384",
"HHS","SHS","LATITUDE 5410","5410","PC-LAPTOP","01/21/2021",,,,
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","07/20/2021","07/21/2024","2600","16384",
"DOT-TRN",,"LATITUDE 5410","5410","PC-LAPTOP","08/14/2020","08/15/2023","1600","16384",
"FRS",,"THINKCENTRE M80S","M80S","PC-DESKTOP","12/01/2021","03/13/2025","3100","32768",
"DOT-TRN",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","16384",
"DOT-DIR",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"HHS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"HHS","CWS","LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"DTS",,"THINKCENTRE M720S","M720S","PC-DESKTOP","09/27/2018",,"2800","8192",
"DPS",,"MICROSOFT SURFACE BOOK 2","SURFACE BOOK 2","PC-TABLET","08/30/2018",,"1900","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"POL","HQ","SURFACE PRO 3","SURFACE PRO 3","PC-TABLET",,,"1900","4096",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"LIB",,"THINKPAD L460","L460","PC-LAPTOP","05/06/2017","06/24/2020",,,
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","06/25/2020",,"1600","8192",
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","02/26/2021","03/17/2024",,,
"LIB",,"THINCENTRE M630E TINY","M630E TINY","PC-DESKTOP","02/26/2021","03/17/2024",,,
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"DGS-FMS","FMS","THINKCENTRE M800","M800","PC-DESKTOP","02/15/2017","02/20/2020","3200","8192",
"PIO","MC311","E15 GEN 2","E15 GEN 2","PC-LAPTOP","07/26/2021","08/15/2022","2400","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","03/01/2022","03/02/2025","2600","24576",
"DHCA",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","16384",
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"FRS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"CCT",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"DTS",,"LATITUDE 5420","5420","PC-LAPTOP","12/13/2021","12/14/2026","1700","65536",
"HHS",,"THINKPAD L14","L14","PC-LAPTOP","01/26/2021",,"2100","8192",
"PSCC","DTS","THINKPAD L460","L460","PC-LAPTOP","05/26/2017","07/15/2020","2300","8192",
"FRS",,"THINKCENTRE M710S","M710S","PC-DESKTOP","12/01/2017","12/04/2020","3200","8192",
"DOT-DHS",,"THINKCENTRE M800","M800","PC-DESKTOP","05/05/2016","06/19/2019","3200","8192",
"CCL",,"E15 GEN 2","E15 GEN 2","PC-LAPTOP","03/12/2021","08/15/2022","2400","16384",
"HHS",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,,,
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"POL",,"LATITUDE 5420","5420","PC-LAPTOP","05/17/2021",,"2600","16384",
"REC",,"THINKCENTRE M83","M83","PC-DESKTOP","01/12/2015","02/25/2018","3200","8192",
"OHR",,"THINKPAD L14","L14","PC-LAPTOP","01/09/2021","05/25/2024","2800","16384",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"LATITUDE 5410","5410","PC-LAPTOP","08/27/2020","08/28/2023","1600","24576",
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"HHS",,"THINKCENTRE M83","M83","PC-DESKTOP","01/21/2014","03/06/2017","3200","8192","476937"
"OAS",,"LATITUDE 5410","5410","PC-LAPTOP","09/01/2020",,"1600","16384",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"LIB",,"THINKCENTRE M920Z","M920Z","PC-DESKTOP","01/10/2020",,"3000","8192",
"DOT-DIR",,"THINKCENTRE M81","M81","PC-DESKTOP","09/21/2011","11/04/2015","3100","4096","238472"
"DTS",,"THINKPAD L430","L430","PC-LAPTOP","01/10/2013","02/23/2016","2600","4096","305242"
"HHS",,"LATITUDE 5300 2-IN-1","5300","PC-LAPTOP","03/13/2020",,"1600","8192",
"DTS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"DTS",,"THINKPAD L470","L470","PC-LAPTOP","07/26/2017","09/23/2020","2500","8192",
"POL","PSTA","THINKCENTRE M83","M83","PC-DESKTOP","01/10/2015","02/23/2018","3200","4096",
